,true_theta,est_mean,est_std,Type
2353,0.09638554,1.4423809,0.019124378,train
2354,0.23404256,-0.83976054,0.020105774,train
2355,0.4375,0.44146034,0.016423857,train
2356,0.37474543,-1.3750805,0.010261075,train
2357,0.42857143,-0.042853247,0.0091849435,train
2358,0.03448276,0.18277249,0.025678193,train
2359,0.09090909,1.2940954,0.031348914,train
2360,0.26666668,-0.96922547,0.033915713,train
2361,0.2857143,0.21371333,0.024178589,train
2362,0.32460734,-1.5640447,0.0151850395,train
2363,0.40669855,-0.31047705,0.011655798,train
2364,0.024096385,0.31217462,0.019720633,train
2365,0.06779661,1.4334863,0.019690052,train
2366,0.2631579,-0.8378872,0.021936247,train
2367,0.3,0.3527517,0.017450452,train
2368,0.3144208,-1.4111524,0.011010993,train
2369,0.3507109,-0.16360237,0.0092337215,train
2370,0.9,0.6588223,0.031638704,train
2371,0.73333335,1.8030659,0.05142482,train
2372,0.45454547,-0.52829856,0.0248318,train
2373,0.44444445,0.6651947,0.023795826,train
2374,0.58577406,-1.1461943,0.0123193385,train
2375,0.42777777,0.095172815,0.011547193,train
2376,0.8636364,0.8033351,0.019019825,train
2377,0.9,1.9803398,0.03478456,train
2378,0.5,-0.37068325,0.015160488,train
2379,0.33333334,0.8595824,0.015587367,train
2380,0.49916247,-0.984701,0.009171813,train
2381,0.34642857,0.2939985,0.008355434,train
2382,0.93939394,0.7904481,0.03075153,train
2383,0.84,1.9729304,0.04717661,train
2384,0.6666667,-0.3676897,0.0218291,train
2385,0.28,0.86848366,0.022355776,train
2386,0.47619048,-1.0026737,0.011586975,train
2387,0.38225257,0.2742132,0.010519422,train
2388,0.9485294,0.90222186,0.018836334,train
2389,0.86567163,2.1114287,0.035675857,train
2390,0.59016395,-0.23024791,0.014439446,train
2391,0.5862069,1.056176,0.01678675,train
2392,0.5122655,-0.85810864,0.008560108,train
2393,0.4238921,0.45387596,0.008440237,train
2394,0.8947368,0.7523783,0.025219688,train
2395,0.71794873,1.9507321,0.039275076,train
2396,0.53571427,-0.39576685,0.018716715,train
2397,0.51282054,0.8781105,0.01916787,train
2398,0.4754601,-1.0748369,0.011514888,train
2399,0.45033112,0.22560395,0.010059425,train
2400,0.86713284,0.7948444,0.017691141,train
2401,0.7123288,2.0178552,0.030356007,train
2402,0.3962264,-0.3377247,0.014739087,train
2403,0.46153846,0.9658577,0.015388586,train
2404,0.4395448,-1.0021161,0.009271613,train
2405,0.3851718,0.33523783,0.008407721,train
2406,0.7083333,0.8216223,0.028207155,train
2407,0.8695652,2.0833657,0.04414957,train
2408,0.72727275,-0.25503558,0.020193318,train
2409,0.45833334,1.1166775,0.022814685,train
2410,0.4408163,-0.9280333,0.012235453,train
2411,0.30875576,0.4641268,0.011074492,train
2412,0.902439,0.95945257,0.017487455,train
2413,0.8988764,2.2909443,0.028948994,train
2414,0.65909094,-0.057418324,0.012507336,train
2415,0.54545456,1.4082372,0.014700383,train
2416,0.4676354,-0.68097264,0.008350187,train
2417,0.4228395,0.8047353,0.00832522,train
2418,0.09090909,0.5661554,0.019743398,train
2419,0.18181819,1.9481866,0.02395186,train
2420,0.2631579,-0.42982766,0.018992731,train
2421,0.4473684,1.1070005,0.06281445,train
2422,0.40873015,-0.9066178,0.012073196,train
2423,0.45876288,0.6367566,0.01158603,train
2424,0.10989011,0.88260424,0.014320589,train
2425,0.06818182,2.3395011,0.019097432,train
2426,0.2,-0.019043382,0.01339967,train
2427,0.27450982,1.5928721,0.016024072,train
2428,0.37730062,-0.5312049,0.008586945,train
2429,0.4792531,1.0808879,0.009372689,train
2430,1.0,0.8144982,0.06395803,train
2431,0.5,-0.21477963,0.056012806,train
2432,0.6666667,1.2126042,0.06146885,train
2433,0.7407407,-0.8025019,0.02350117,train
2434,0.7083333,0.6510162,0.023109088,train
2435,0.75,1.1065704,0.042617124,train
2436,0.0,2.539727,0.05563992,train
2437,0.25,0.1958334,0.039100338,train
2438,0.6666667,1.7991208,0.05239194,train
2439,0.73417723,-0.3448469,0.014842053,train
2440,0.75641024,1.2689415,0.020355435,train
2441,0.0,1.0008105,0.040103506,train
2442,1.0,0.06644772,0.036083512,train
2443,0.4,1.6323403,0.048323404,train
2444,0.75,-0.45093417,0.014075972,train
2445,0.7368421,1.1332572,0.020158563,train
2446,0.0,0.59394205,0.0346773,train
2447,0.2,-0.42783362,0.034867298,train
2448,0.6,0.9857982,0.039475698,train
2449,0.49333334,-0.94759876,0.014701128,train
2450,0.71428573,0.51246494,0.016082766,train
2451,0.0,0.3305194,0.026981467,train
2452,1.0,1.5114257,0.032427087,train
2453,0.14285715,-0.7703525,0.033693705,train
2454,0.4,0.5103297,0.029924888,train
2455,0.46341464,-1.3194667,0.015211713,train
2456,0.63414633,0.014973602,0.014379378,train
2457,0.0,0.2579622,0.028848147,train
2458,0.5,1.4284083,0.03629453,train
2459,0.0,-0.84439075,0.03557344,train
2460,0.25,0.40764534,0.031441744,train
2461,0.3943662,-1.4200658,0.016785445,train
2462,0.47777778,-0.09970746,0.014837624,train
2463,0.2,0.26615432,0.017547498,train
2464,0.33333334,1.4423809,0.019124378,train
2465,0.39130434,-0.83976054,0.020105228,train
2466,0.375,0.44146034,0.016423857,train
2467,0.3415493,-1.3750725,0.010262142,train
2468,0.43769968,-0.042853247,0.009186137,train
2469,0.0,0.18277249,0.02567862,train
2470,0.0,1.2940954,0.031348567,train
2471,0.5,-0.96922547,0.033915713,train
2472,0.27272728,0.21371333,0.02417904,train
2473,0.264,-1.564042,0.0151850395,train
2474,0.3880597,-0.31047362,0.011654857,train
2475,0.0,0.31217462,0.019720633,train
2476,0.0,1.4334863,0.019690052,train
2477,0.1764706,-0.8378872,0.021936746,train
2478,0.1,0.3527517,0.017450452,train
2479,0.27118644,-1.4111524,0.011011988,train
2480,0.26978418,-0.16360237,0.0092337215,train
2481,0.8,0.6588223,0.031638358,train
2482,1.0,1.8030659,0.051425032,train
2483,0.5714286,-0.52829856,0.0248318,train
2484,0.6,0.6651947,0.023795826,train
2485,0.61206895,-1.1461943,0.012318449,train
2486,0.4962963,0.095172815,0.011547193,train
2487,0.8333333,0.8033351,0.019020976,train
2488,0.93333334,1.9803398,0.03478456,train
2489,0.5,-0.37068325,0.015160488,train
2490,0.41379312,0.8595824,0.015587367,train
2491,0.5287009,-0.984701,0.009171813,train
2492,0.43636364,0.2939985,0.008355434,train
2493,0.875,0.7904481,0.030751172,train
2494,1.0,1.9729304,0.04717638,train
2495,0.9285714,-0.3676897,0.0218291,train
2496,0.33333334,0.86848366,0.022355776,train
2497,0.5536723,-1.0026737,0.011586975,train
2498,0.43386245,0.2742132,0.010518379,train
2499,0.9583333,0.90222186,0.018836334,train
2500,0.82608694,2.1114287,0.035676163,train
2501,0.51724136,-0.23024791,0.014438687,train
2502,0.39285713,1.056176,0.016786097,train
2503,0.5497835,-0.85810864,0.008560108,train
2504,0.4496124,0.45387596,0.008441535,train
2505,0.85714287,0.7523915,0.025219688,train
2506,0.8,1.9507433,0.039275076,train
2507,0.42857143,-0.39575714,0.018716715,train
2508,0.64705884,0.8781105,0.019167298,train
2509,0.48913044,-1.0748302,0.01151584,train
2510,0.36312848,0.22560923,0.010060513,train
2511,0.8,0.7948577,0.017691141,train
2512,0.8235294,2.0178552,0.030356368,train
2513,0.6,-0.3377247,0.014739087,train
2514,0.575,0.9658577,0.015388586,train
2515,0.4506329,-1.0021095,0.009271613,train
2516,0.39425588,0.33523783,0.008407721,train
2517,0.85714287,0.8216223,0.028206766,train
2518,1.0,2.0833657,0.04414957,train
2519,0.6875,-0.25503558,0.020192776,train
2520,0.35714287,1.1166954,0.022815648,train
2521,0.49315068,-0.9280333,0.012235453,train
2522,0.3859649,0.4641268,0.011075481,train
2523,0.8,0.95945257,0.017487455,train
2524,0.7619048,2.2909443,0.028949372,train
2525,0.64444447,-0.057418324,0.012507336,train
2526,0.575,1.4082372,0.014701128,train
2527,0.52619046,-0.68097264,0.008348876,train
2528,0.46733668,0.8047353,0.00832522,train
2529,0.0,0.5661554,0.019744508,train
2530,0.0,1.9481866,0.02395186,train
2531,0.3809524,-0.42982766,0.018992156,train
2532,0.4347826,1.1070005,0.06281445,train
2533,0.34013605,-0.9066178,0.012072289,train
2534,0.5263158,0.6367566,0.011586975,train
2535,0.15384616,0.88260424,0.014322118,train
2536,0.25,2.3395011,0.019096859,train
2537,0.21568628,-0.019043382,0.01339967,train
2538,0.32258064,1.5928721,0.016024072,train
2539,0.37861273,-0.5312049,0.008588221,train
2540,0.46350366,1.0808879,0.009372689,train
2541,1.0,0.8144982,0.063957855,train
2542,1.0,2.1147563,0.08034445,train
2543,,1.2126042,0.061469026,train
2544,0.625,-0.8025019,0.023500703,train
2545,0.0,0.6510162,0.023109088,train
2546,0.5,1.1065704,0.042617124,train
2547,0.6666667,2.539727,0.05563992,train
2548,0.5,1.7991208,0.05239194,train
2549,0.87096775,-0.3448469,0.014841315,train
2550,0.8636364,1.2689415,0.020355435,train
2551,0.8,1.0008105,0.040103234,train
2552,0.0,2.4089298,0.049503174,train
2553,0.5,0.06644772,0.036083512,train
2554,1.0,1.6323403,0.048323404,train
2555,0.8666667,-0.45093417,0.014075972,train
2556,0.8888889,1.1332572,0.020158563,train
2557,0.0,0.59394205,0.034677617,train
2558,0.2,1.891541,0.044667177,train
2559,0.0,0.98581606,0.039475698,train
2560,0.875,-0.94759876,0.014701128,train
2561,0.8333333,0.5124891,0.016082766,train
2562,0.15384616,0.3305194,0.026982281,train
2563,0.1,1.5114257,0.03242776,train
2564,0.5,-0.7703525,0.033693377,train
2565,0.71428573,-1.3194667,0.0152124325,train
2566,0.7241379,0.014973602,0.014378616,train
2567,0.14814815,0.25795957,0.028849285,train
2568,0.22222222,1.4284083,0.036293928,train
2569,0.0,-0.84439075,0.03557375,train
2570,0.4,0.40764534,0.031441744,train
2571,0.8378378,-1.4200563,0.016785445,train
2572,0.77272725,-0.09970746,0.014836885,train
2573,0.18181819,0.26614746,0.017547498,train
2574,0.055555556,1.4423809,0.019123806,train
2575,0.75,-0.83976054,0.020105774,train
2576,0.6666667,0.44146034,0.016424526,train
2577,0.59782606,-1.3750657,0.010261075,train
2578,0.61333334,-0.042853247,0.0091849435,train
2579,0.0882353,0.18277249,0.02567862,train
2580,0.09090909,1.2940954,0.031348914,train
2581,0.25,-0.96922547,0.033915713,train
2582,0.6666667,0.21371333,0.024179494,train
2583,0.5416667,-1.5640396,0.0151850395,train
2584,0.5409836,-0.3104701,0.011655798,train
2585,0.018867925,0.31217462,0.019719522,train
2586,0.032258064,1.4334863,0.019690052,train
2587,0.5555556,-0.8378872,0.021935748,train
2588,0.5,0.3527517,0.01745108,train
2589,0.57251906,-1.4111524,0.011012983,train
2590,0.42990655,-0.16360237,0.009232535,train
2591,0.95,0.6588223,0.031638704,train
2592,0.95454544,1.8030659,0.051425032,train
2593,0.5,-0.52829856,0.024831356,train
2594,0.0,0.6651947,0.023795826,train
2595,0.33898306,-1.1461943,0.012318449,train
2596,0.17142858,0.095172815,0.011546245,train
2597,0.9411765,0.8033351,0.019019825,train
2598,0.86206895,1.9803398,0.034784243,train
2599,0.41666666,-0.37068325,0.015160488,train
2600,0.2,0.8595824,0.015586664,train
2601,0.23571429,-0.984701,0.009170619,train
2602,0.15789473,0.2939985,0.008355434,train
2603,0.8965517,0.7904481,0.03075153,train
2604,0.8333333,1.9729304,0.04717661,train
2605,0.0,-0.3676897,0.021828597,train
2606,0.5,0.86848366,0.022356266,train
2607,0.22413793,-1.0026737,0.011586975,train
2608,0.16176471,0.2742132,0.010518379,train
2609,0.9506173,0.90222186,0.018836334,train
2610,0.9166667,2.1114287,0.035676163,train
2611,0.375,-0.23024791,0.014438687,train
2612,0.18181819,1.056176,0.01678675,train
2613,0.2635659,-0.85810864,0.008561389,train
2614,0.16521738,0.45387596,0.008440237,train
2615,0.9032258,0.75240374,0.025220124,train
2616,0.9230769,1.9507544,0.039275356,train
2617,0.5,-0.39574787,0.018717885,train
2618,0.0,0.8781105,0.01916787,train
2619,0.16666667,-1.0748241,0.01151584,train
2620,0.10958904,0.22561415,0.010061602,train
2621,0.82539684,0.79487044,0.017691761,train
2622,0.9032258,2.0178552,0.030356368,train
2623,0.6,-0.3377247,0.014738344,train
2624,0.125,0.9658577,0.015388586,train
2625,0.17518248,-1.0021032,0.009273976,train
2626,0.15126051,0.33523783,0.008407721,train
2627,0.87096775,0.8216223,0.028206766,train
2628,0.8636364,2.0833657,0.044150062,train
2629,0.33333334,-0.25503558,0.020192776,train
2630,0.42857143,1.1167123,0.022815168,train
2631,0.1590909,-0.9280333,0.012236349,train
2632,0.20833333,0.4641268,0.011074492,train
2633,0.8173077,0.95945257,0.017487455,train
2634,0.90384614,2.2909443,0.028949372,train
2635,0.7058824,-0.057418324,0.012506461,train
2636,0.25,1.4082372,0.014701873,train
2637,0.30232558,-0.68097264,0.008348876,train
2638,0.24770643,0.8047353,0.008323904,train
2639,0.071428575,0.5661554,0.019743955,train
2640,0.0,1.9481866,0.02395186,train
2641,0.25,-0.42982766,0.018992731,train
2642,0.6,1.1070005,0.06281463,train
2643,0.6511628,-0.9066178,0.012072289,train
2644,0.7,0.6367566,0.011586975,train
2645,0.11594203,0.88260424,0.014322118,train
2646,0.2857143,2.3395011,0.019096859,train
2647,0.16666667,-0.019043382,0.01339967,train
2648,0.25,1.5928721,0.016023388,train
2649,0.6283186,-0.5312049,0.008586945,train
2650,0.725,1.0808879,0.009372689,train
2651,,0.8144982,0.063957855,train
2652,1.0,2.1147563,0.08034459,train
2653,0.0,-0.21477963,0.056012806,train
2654,0.5714286,-0.8025019,0.02350117,train
2655,0.4117647,0.6510162,0.02310814,train
2656,0.5,1.1065704,0.042617124,train
2657,0.5,2.539727,0.05563992,train
2658,0.5,0.1958334,0.039100338,train
2659,0.6666667,1.7991208,0.05239194,train
2660,0.66101694,-0.3448469,0.014841315,train
2661,0.73015875,1.2689415,0.020355975,train
2662,0.0,1.0008105,0.040103234,train
2663,0.42857143,2.4089298,0.049503174,train
2664,0.33333334,0.06644772,0.036083512,train
2665,0.8,1.6323403,0.048323628,train
2666,0.7887324,-0.45093417,0.014075972,train
2667,0.85542166,1.1332572,0.020158563,train
2668,0.2857143,0.59394205,0.034677617,train
2669,0.14285715,1.8915443,0.044667177,train
2670,0.4,-0.42783362,0.034867298,train
2671,0.5,0.98583186,0.039475698,train
2672,0.6781609,-0.94759876,0.014701128,train
2673,0.70689654,0.5125126,0.016082766,train
2674,0.23529412,0.3305194,0.026982281,train
2675,0.0,1.5114257,0.03242776,train
2676,0.0,-0.7703525,0.033693377,train
2677,0.71428573,0.5103454,0.029924888,train
2678,0.60215056,-1.3194667,0.015211713,train
2679,0.546875,0.014973602,0.014379378,train
2680,0.083333336,0.25795755,0.028848525,train
2681,0.2,1.4284083,0.036293928,train
2682,0.25,-0.84439075,0.03557344,train
2683,0.0,0.40764534,0.03144209,train
2684,0.505618,-1.420048,0.016785445,train
2685,0.65753424,-0.09970746,0.014836885,train
2686,0.023809524,0.26614106,0.017546874,train
2687,0.18518518,1.4423809,0.019123806,train
2688,0.3809524,-0.83976054,0.020105228,train
2689,0.2647059,0.44146034,0.016423857,train
2690,0.41017964,-1.3750588,0.010261075,train
2691,0.4358108,-0.042853247,0.009186137,train
2692,0.06666667,0.18277249,0.02567862,train
2693,0.15384616,1.2940954,0.031348567,train
2694,0.36363637,-0.96922547,0.033915713,train
2695,0.5555556,0.21371333,0.02417904,train
2696,0.30708662,-1.5640372,0.0151850395,train
2697,0.46308726,-0.3104669,0.011654857,train
2698,0.0,0.31217462,0.019720633,train
2699,0.23529412,1.4334863,0.01969061,train
2700,0.33333334,-0.8378872,0.021936247,train
2701,0.5,0.3527517,0.017451707,train
2702,0.27808988,-1.4111524,0.011012983,train
2703,0.378125,-0.16360237,0.009232535,train
2704,0.8333333,0.6588223,0.031638358,train
2705,0.9230769,1.8030659,0.05142482,train
2706,0.5,-0.52829856,0.0248318,train
2707,0.53333336,0.6651947,0.023796286,train
2708,0.557971,-1.1461943,0.01231756,train
2709,0.28346458,0.095172815,0.011547193,train
2710,0.859375,0.8033351,0.019020976,train
2711,0.82857144,1.9803398,0.034783926,train
2712,0.46666667,-0.37068325,0.015160488,train
2713,0.36585367,0.8595824,0.015586664,train
2714,0.402746,-0.984701,0.009171813,train
2715,0.3640898,0.2939985,0.008356745,train
2716,0.9230769,0.7904481,0.030750819,train
2717,0.85714287,1.9729304,0.04717661,train
2718,0.45454547,-0.3676897,0.0218291,train
2719,0.2631579,0.86848366,0.022356266,train
2720,0.40552995,-1.0026737,0.011586975,train
2721,0.35757574,0.2742132,0.010518379,train
2722,0.9166667,0.90222186,0.018836334,train
2723,0.95454544,2.1114287,0.035675857,train
2724,0.4516129,-0.23024791,0.014439446,train
2725,0.4,1.056176,0.016785445,train
2726,0.4019608,-0.85810864,0.008560108,train
2727,0.35714287,0.45387596,0.008441535,train
2728,0.9285714,0.7524153,0.025219254,train
2729,0.88235295,1.9507651,0.039275076,train
2730,0.5,-0.3957392,0.0187173,train
2731,0.26086956,0.8781105,0.01916787,train
2732,0.32019705,-1.0748183,0.011514888,train
2733,0.3478261,0.22561891,0.010060513,train
2734,0.88461536,0.7948826,0.017691761,train
2735,0.85365856,2.0178552,0.030356007,train
2736,0.55172414,-0.3377247,0.014739087,train
2737,0.3888889,0.9658577,0.015388586,train
2738,0.34851936,-1.0020969,0.0092704315,train
2739,0.29936305,0.33523783,0.008407721,train
2740,0.9,0.8216223,0.028206378,train
2741,0.8888889,2.0833657,0.044149816,train
2742,0.41666666,-0.25503558,0.020193318,train
2743,0.5,1.1167281,0.022815648,train
2744,0.3262032,-0.9280333,0.012236349,train
2745,0.2993197,0.4641268,0.011074492,train
2746,0.8783784,0.95945257,0.017487455,train
2747,0.8095238,2.2909443,0.028949372,train
2748,0.537037,-0.057418324,0.012507336,train
2749,0.4,1.4082372,0.014701873,train
2750,0.4338843,-0.68097264,0.008350187,train
2751,0.33944955,0.8047353,0.008323904,train
2752,0.0625,0.5661554,0.019743955,train
2753,0.1875,1.9481866,0.023952318,train
2754,0.3529412,-0.42982766,0.018992731,train
2755,0.3846154,1.1070005,0.06281463,train
2756,0.48618785,-0.9066178,0.012073196,train
2757,0.6122449,0.6367566,0.01158603,train
2758,0.06122449,0.88260424,0.014321353,train
2759,0.11111111,2.3395011,0.019096285,train
2760,0.2173913,-0.019043382,0.013398852,train
2761,0.5,1.5928721,0.016023388,train
2762,0.51520914,-0.5312049,0.008588221,train
2763,0.562982,1.0808879,0.009372689,train
2764,1.0,1.2126042,0.06146885,train
2765,0.5,-0.8025019,0.02350117,train
2766,0.5,0.6510162,0.023109088,train
2767,0.5833333,-0.3448469,0.014842053,train
2768,0.75,1.2689415,0.020355435,train
2769,1.0,0.06644772,0.036083512,train
2770,0.33333334,1.6323403,0.048323404,train
2771,0.65,-0.45093417,0.014075972,train
2772,0.8,1.1332572,0.020158563,train
2773,1.0,-0.42783362,0.034867298,train
2774,0.0,0.98584765,0.039475698,train
2775,0.6,-0.94759876,0.014701128,train
2776,0.64285713,0.5125348,0.016082084,train
2777,1.0,-0.7703525,0.033693705,train
2778,0.4117647,-1.3194667,0.015211713,train
2779,0.71428573,0.014973602,0.014379378,train
2780,0.0,0.40764534,0.031441744,train
2781,0.5833333,-1.4200394,0.016785445,train
2782,0.44444445,-0.09970746,0.014837624,train
2783,1.0,0.2661352,0.017548123,train
2784,0.0,1.4423809,0.019124378,train
2785,0.5,-0.83976054,0.020105228,train
2786,0.33333334,0.44146034,0.016423857,train
2787,0.4225352,-1.375052,0.010261075,train
2788,0.57377046,-0.042853247,0.009186137,train
2789,0.5,-0.96922547,0.033915713,train
2790,0.0,0.21371333,0.024179494,train
2791,0.4,-1.564035,0.0151850395,train
2792,0.3529412,-0.3104637,0.011655798,train
2793,0.0,1.4334863,0.019690052,train
2794,0.6666667,-0.8378872,0.021936247,train
2795,0.4,0.3527517,0.017450452,train
2796,0.4050633,-1.4111524,0.011010993,train
2797,0.3452381,-0.16360237,0.0092337215,train
2798,1.0,0.6588223,0.031638704,train
2799,0.8,-0.52829856,0.0248318,train
2800,0.8,0.6651947,0.023795826,train
2801,0.59090906,-1.1461943,0.012318449,train
2802,0.4827586,0.095172815,0.011547193,train
2803,0.14285715,-0.37068325,0.015160488,train
2804,0.5,0.8595824,0.015586664,train
2805,0.5,-0.984701,0.009170619,train
2806,0.30666667,0.2939985,0.008355434,train
2807,0.0,0.7904481,0.03075153,train
2808,1.0,-0.3676897,0.0218291,train
2809,1.0,0.86848366,0.022355776,train
2810,0.37931034,-1.0026737,0.011586975,train
2811,0.35714287,0.2742132,0.010519422,train
2812,1.0,0.90222186,0.018836334,train
2813,0.5,-0.23024791,0.014438687,train
2814,0.4,1.056176,0.016786097,train
2815,0.46969697,-0.85810864,0.008560108,train
2816,0.33613446,0.45387596,0.008441535,train
2817,0.33333334,-0.39573082,0.018717885,train
2818,0.5,0.8781105,0.01916787,train
2819,0.39534885,-1.0748128,0.01151584,train
2820,0.3617021,0.22562332,0.010061602,train
2821,1.0,2.0178552,0.030356007,train
2822,0.4,-0.3377247,0.014739087,train
2823,0.375,0.9658577,0.015388586,train
2824,0.41558442,-1.0020912,0.009272794,train
2825,0.2857143,0.33523783,0.008407721,train
2826,1.0,-0.25503558,0.020193318,train
2827,0.35,-0.9280333,0.012236349,train
2828,0.36363637,0.4641268,0.011074492,train
2829,0.0,2.2909443,0.028948994,train
2830,0.3,-0.057418324,0.012507336,train
2831,0.5,1.4082372,0.014700383,train
2832,0.39325842,-0.68097264,0.008350187,train
2833,0.3068182,0.8047353,0.00832522,train
2834,0.2857143,-0.42982766,0.018992731,train
2835,0.5,1.1070005,0.06281463,train
2836,0.3548387,-0.9066178,0.012073196,train
2837,0.525,0.6367566,0.01158603,train
2838,0.0,2.3395011,0.019096859,train
2839,0.11111111,-0.019043382,0.01339967,train
2840,0.5555556,1.5928721,0.016023388,train
2841,0.46464646,-0.5312049,0.008586945,train
2842,0.45348838,1.0808879,0.009372689,train
2843,0.0,-0.21477963,0.056012806,train
2844,0.75,-0.8025019,0.023500703,train
2845,0.375,0.6510162,0.023109088,train
2846,1.0,1.1065704,0.042617124,train
2847,1.0,1.7991208,0.05239194,train
2848,0.68,-0.3448469,0.014841315,train
2849,0.85714287,1.2689415,0.020355975,train
2850,1.0,2.4089298,0.049503397,train
2851,1.0,0.06644772,0.036083512,train
2852,1.0,1.6323403,0.048323628,train
2853,0.8076923,-0.45093417,0.014075972,train
2854,0.88461536,1.1332572,0.020158563,train
2855,0.5,0.59394205,0.034677617,train
2856,1.0,-0.42783362,0.034867298,train
2857,0.33333334,0.98586136,0.03947542,train
2858,0.71875,-0.94759876,0.014700383,train
2859,0.7692308,0.5125559,0.016082766,train
2860,0.0,0.3305194,0.026981873,train
2861,0.75,0.5103593,0.029924888,train
2862,0.7619048,-1.3194667,0.015211713,train
2863,0.7083333,0.014973602,0.014379378,train
2864,0.0,0.25795603,0.028848525,train
2865,0.0,-0.84439075,0.03557375,train
2866,0.0,0.40764534,0.031441744,train
2867,0.62857145,-1.420031,0.016785445,train
2868,0.84615386,-0.09970746,0.014836885,train
2869,0.0,0.2661294,0.017548123,train
2870,0.0,1.4423809,0.019123806,train
2871,0.2857143,-0.83976054,0.020105774,train
2872,0.33333334,0.44146034,0.016424526,train
2873,0.64788735,-1.3750457,0.010261075,train
2874,0.5972222,-0.042853247,0.0091849435,train
2875,1.0,0.18277249,0.02567862,train
2876,0.0,1.2940954,0.031348914,train
2877,0.0,-0.96922547,0.033915713,train
2878,0.46666667,-1.564033,0.0151850395,train
2879,0.45238096,-0.31046057,0.011654857,train
2880,0.0,0.31217462,0.019720633,train
2881,0.25,1.4334863,0.019690052,train
2882,0.33333334,-0.8378872,0.021936247,train
2883,0.2,0.3527517,0.017450452,train
2884,0.26136363,-1.4111524,0.011010993,train
2885,0.35714287,-0.16360237,0.0092337215,train
2886,1.0,0.6588223,0.031638704,train
2887,1.0,1.8030659,0.05142482,train
2888,1.0,-0.52829856,0.0248318,train
2889,0.25,0.6651947,0.023795826,train
2890,0.42222223,-1.1461943,0.0123193385,train
2891,0.38,0.095172815,0.011547193,train
2892,0.85714287,0.8033351,0.019019825,train
2893,0.6666667,1.9803398,0.03478456,train
2894,0.75,-0.37068325,0.015160488,train
2895,0.6666667,0.8595824,0.015587367,train
2896,0.39759037,-0.984701,0.009171813,train
2897,0.3442623,0.2939985,0.008355434,train
2898,0.0,0.7904481,0.03075153,train
2899,1.0,1.9729304,0.04717661,train
2900,0.75,-0.3676897,0.0218291,train
2901,0.6666667,0.86848366,0.022355776,train
2902,0.27659574,-1.0026737,0.011586975,train
2903,0.4642857,0.2742132,0.010519422,train
2904,0.9375,0.90222186,0.018836334,train
2905,1.0,2.1114287,0.035675857,train
2906,0.5555556,-0.23024791,0.014439446,train
2907,0.5,1.056176,0.01678675,train
2908,0.4069264,-0.85810864,0.008560108,train
2909,0.31791908,0.45387596,0.008440237,train
2910,1.0,0.7524262,0.025219688,train
2911,1.0,1.950775,0.039275076,train
2912,0.6,-0.39572272,0.0187173,train
2913,0.5555556,0.8781105,0.01916787,train
2914,0.31707317,-1.0748072,0.01151584,train
2915,0.2972973,0.22562736,0.010060513,train
2916,0.8,0.7948942,0.017691141,train
2917,0.8333333,2.0178552,0.030356007,train
2918,0.7777778,-0.3377247,0.014739087,train
2919,0.22222222,0.9658577,0.015388586,train
2920,0.3028169,-1.0020851,0.009271613,train
2921,0.30496454,0.33523783,0.008407721,train
2922,0.75,0.8216223,0.028207155,train
2923,0.6666667,2.0833657,0.04414957,train
2924,0.71428573,-0.25503558,0.020193318,train
2925,0.33333334,1.1167433,0.022815168,train
2926,0.43636364,-0.9280333,0.012235453,train
2927,0.2982456,0.4641268,0.011074492,train
2928,0.9285714,0.95945257,0.017487455,train
2929,0.8,2.2909443,0.028948994,train
2930,0.5882353,-0.057418324,0.012507336,train
2931,0.47826087,1.4082372,0.014700383,train
2932,0.45806453,-0.68097264,0.008350187,train
2933,0.352,0.8047353,0.00832522,train
2934,0.11111111,0.5661554,0.019743398,train
2935,0.33333334,1.9481866,0.02395186,train
2936,0.42857143,-0.42982766,0.018992731,train
2937,0.8,1.1070005,0.06281445,train
2938,0.4651163,-0.9066178,0.012073196,train
2939,0.5833333,0.6367566,0.01158603,train
2940,0.0,0.88260424,0.014320589,train
2941,0.0,2.3395011,0.019097432,train
2942,0.18181819,-0.019043382,0.01339967,train
2943,0.25,1.5928721,0.016024072,train
2944,0.4084507,-0.5312049,0.008586945,train
2945,0.52380955,1.0808879,0.009372689,train
2946,,1.2126042,0.061469026,train
2947,0.4,-0.8025019,0.023500703,train
2948,0.8333333,0.6510162,0.02310814,train
2949,0.0,1.1065704,0.042617124,train
2950,1.0,2.539727,0.05563992,train
2951,1.0,0.1958334,0.039100338,train
2952,0.8,1.7991208,0.05239194,train
2953,0.64285713,-0.3448469,0.014841315,train
2954,0.84210527,1.2689415,0.020355435,train
2955,1.0,1.0008105,0.040103234,train
2956,0.0,2.4089298,0.049503174,train
2957,1.0,0.06644772,0.036083512,train
2958,0.75,1.6323403,0.048323404,train
2959,0.8333333,-0.45093417,0.014075972,train
2960,0.7083333,1.1332572,0.020158563,train
2961,0.0,0.59394205,0.034677617,train
2962,0.33333334,1.8915466,0.044667177,train
2963,1.0,-0.42783362,0.034867298,train
2964,0.8181818,0.98587495,0.039475698,train
2965,0.57894737,-0.94759876,0.014701128,train
2966,0.64285713,0.5125771,0.016082766,train
2967,0.5,0.3305194,0.026981467,train
2968,0.5,1.5114257,0.032427087,train
2969,0.4,-0.7703525,0.033693705,train
2970,0.6666667,0.5103717,0.029924888,train
